variant,trials,correction_rate,correction_rate_ci95_low,correction_rate_ci95_high,contract_source_mass,contract_source_mass_ci95_low,contract_source_mass_ci95_high,contract_truncation_kl_nats,contract_truncation_kl_nats_ci95_low,contract_truncation_kl_nats_ci95_high,quantization_tv,quantization_tv_ci95_low,quantization_tv_ci95_high,contract_exact_rate,contract_exact_rate_ci95_low,contract_exact_rate_ci95_high,sentence_complete_rate,sentence_complete_rate_ci95_low,sentence_complete_rate_ci95_high,corrected_exact_rate,corrected_exact_rate_ci95_low,corrected_exact_rate_ci95_high,uncorrected_exact_rate,uncorrected_exact_rate_ci95_low,uncorrected_exact_rate_ci95_high
FP16→BF16,20,0.02,0.012153615659913753,0.028727866042523656,0.7335440213815764,0.7097980573971122,0.759122440128056,0.383661466419403,0.33972576131176285,0.42630984452541776,0.02257538480703482,0.02112380946337456,0.023908968961234754,0.8446666666666667,0.8290189853312815,0.8597403473128354,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1,0.45
BF16→FP16,20,0.02114029468289558,0.013788348990026936,0.029013539651837523,0.7321686674937682,0.702071926338841,0.764558636480247,0.38656343134927157,0.33290752915014804,0.43902982339468805,0.02423311495523164,0.02197126470757731,0.026346790102864538,0.8424087123638693,0.8239389860800879,0.8615003420975467,0.95,0.85,1.0,1.0,1.0,1.0,0.25,0.1,0.45
